initial_training_observations,evaluation_view,model_id,model_name,model_family,interval_strategy,fuzzy_order,interval_count,parameter_setting,forecast_target,correction_weight,anchor_model_id,mae,rmse,smape,mase,forecast_count,mae_rank,rmse_rank,smape_rank,mase_rank
25,high_volatility,chen_pct_change_equal_k11_w050,Chen FTS Percentage Change Correction Equal Intervals k=11 w050,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.09495713121515106,0.10072321787107405,25.189758441670488,3.1767024680574836,10,61,60,60,61
25,high_volatility,chen_pct_change_equal_k9_w100,Chen FTS Percentage Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.09912637222435047,0.10759036833943479,27.07473583255243,3.346241418361546,10,62,62,62,62
25,high_volatility,chen_pct_change_equal_k11_w075,Chen FTS Percentage Change Correction Equal Intervals k=11 w075,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.10282569282272662,0.11193940502323356,27.324858760269667,3.4446846242469378,10,63,63,63,63
25,high_volatility,chen_pct_change_equal_k11_w100,Chen FTS Percentage Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.11069425443030215,0.12380238993549572,29.515933059744363,3.712666780436392,10,64,64,64,64
25,normal_volatility,chen_change_equal_k7_w025,Chen FTS Absolute Change Correction Equal Intervals k=7 w025,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.01664092045162672,0.022021242176039037,4.531737374402143,0.5207112450837867,29,1,1,1,1
25,normal_volatility,chen_change_equal_k5_w025,Chen FTS Absolute Change Correction Equal Intervals k=5 w025,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.017114868217700654,0.022978414548069953,4.588544607853661,0.5351806194121951,29,2,7,2,3
25,normal_volatility,chen_pct_change_equal_k5_w025,Chen FTS Percentage Change Correction Equal Intervals k=5 w025,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.01719847639906425,0.02333031297984374,4.64587658193568,0.5341586989210321,29,3,10,3,2
25,normal_volatility,chen_pct_change_equal_k7_w025,Chen FTS Percentage Change Correction Equal Intervals k=7 w025,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.017217561654289122,0.023692918941904687,4.677989278661325,0.5355446270336044,29,4,15,5,4
25,normal_volatility,chen_change_equal_k7_w050,Chen FTS Absolute Change Correction Equal Intervals k=7 w050,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.017271093986997294,0.022492446755409602,4.770431243793718,0.5385330298049262,29,5,4,8,5
25,normal_volatility,chen_change_adaptive_k9_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w025,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.017320374645992967,0.022406871163366142,4.6866854635611706,0.5428166873151784,29,6,2,6,6
25,normal_volatility,chen_pct_change_adaptive_k9_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w025,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.01735852125295665,0.022555184726572607,4.676004332534621,0.5433511768831105,29,7,5,4,7
25,normal_volatility,chen_change_equal_k5_w050,Chen FTS Absolute Change Correction Equal Intervals k=5 w050,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.01745042091815992,0.023398330450173435,4.771026264594658,0.545583823471256,29,8,13,9,8
25,normal_volatility,chen_pct_change_adaptive_k5_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w025,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.01771715238695642,0.023396144819202876,4.805194557453385,0.5545912228485869,29,9,12,11,9
25,normal_volatility,chen_change_adaptive_k11_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w025,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.017739289510971788,0.02242543916433965,4.772795076544292,0.5564195021899749,29,10,3,10,12
25,normal_volatility,chen_change_equal_k5_w075,Chen FTS Absolute Change Correction Equal Intervals k=5 w075,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.017785973618619222,0.024277429371683038,4.947004721934821,0.5559870275303179,29,11,20,14,11
25,normal_volatility,chen_pct_change_equal_k9_w025,Chen FTS Percentage Change Correction Equal Intervals k=9 w025,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.017794171497846706,0.023782378180283063,4.7661742323365335,0.5549100161763035,29,12,17,7,10
25,normal_volatility,chen_change_adaptive_k9_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w050,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.01779878722302043,0.02296500226483726,4.935314070972749,0.5595646818163782,29,13,6,13,13
25,normal_volatility,chen_pct_change_adaptive_k11_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w025,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.018145365281451675,0.02407719905960585,5.003905805175432,0.5689456385175365,29,14,19,17,14
25,normal_volatility,chen_change_equal_k5_w100,Chen FTS Absolute Change Correction Equal Intervals k=5 w100,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.01828688280272836,0.02556839185923874,5.148384723404764,0.5714976227969429,29,15,33,24,16
25,normal_volatility,chen_change_adaptive_k7_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w025,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.018338526415882295,0.023368652169091463,4.984551917795867,0.5770269892049119,29,16,11,16,20
25,normal_volatility,chen_pct_change_equal_k11_w025,Chen FTS Percentage Change Correction Equal Intervals k=11 w025,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.018347657832249977,0.02374486480978377,4.948379625972801,0.5729029523028781,29,17,16,15,17
25,normal_volatility,chen_change_equal_k7_w075,Chen FTS Absolute Change Correction Equal Intervals k=7 w075,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.018375605635668348,0.024369976220072535,5.094042066871213,0.5699645133701812,29,18,22,22,15
25,normal_volatility,chen_pct_change_adaptive_k9_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w050,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.01838812465920908,0.02332331970309239,5.009164139028257,0.5757149588791661,29,19,9,18,19
25,normal_volatility,chen_change_adaptive_k9_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w075,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.01853122684027778,0.024636171371303823,5.228079927308977,0.5840991065095242,29,20,24,28,23
25,normal_volatility,chen_pct_change_equal_k5_w050,Chen FTS Percentage Change Correction Equal Intervals k=5 w050,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.018572763387932935,0.025043814512688535,5.020693007621065,0.5742444105938376,29,21,26,19,18
25,normal_volatility,chen_change_equal_k9_w025,Chen FTS Absolute Change Correction Equal Intervals k=9 w025,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.01859555893643199,0.02433724667533029,4.908576015007545,0.5793097228350387,29,22,21,12,21
25,normal_volatility,chen_pct_change_equal_k7_w050,Chen FTS Percentage Change Correction Equal Intervals k=7 w050,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.018688461695421793,0.02543061425243186,5.11241936500046,0.5798550557857207,29,23,31,23,22
25,normal_volatility,chen_pct_change_adaptive_k7_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w025,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.018734150936012422,0.02401634695102324,5.0369364169310265,0.5871155000992677,29,24,18,20,24
25,normal_volatility,chen_pct_change_adaptive_k5_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w050,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.018836732304521424,0.02449683071608121,5.213424662672535,0.5901967375342823,29,25,23,27,25
25,normal_volatility,chen_change_adaptive_k5_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w025,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.0188942845718002,0.023482924916255674,5.058299887195035,0.5930560935818175,29,26,14,21,26
25,normal_volatility,chen_change_adaptive_k11_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w050,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.018933897714472313,0.023044826694908184,5.164239342660458,0.5958141499936453,29,27,8,26,27
25,normal_volatility,chen_pct_change_equal_k9_w050,Chen FTS Percentage Change Correction Equal Intervals k=9 w050,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.019202132995693403,0.02539642442679757,5.261287507572559,0.6016891139416835,29,28,30,29,29
25,normal_volatility,chen_change_equal_k11_w025,Chen FTS Absolute Change Correction Equal Intervals k=11 w025,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.019445049704929947,0.025436248499474262,5.157078825667595,0.6088850968123014,29,29,32,25,30
25,normal_volatility,chen_change_equal_k7_w100,Chen FTS Absolute Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.019480117284339397,0.02736588837844765,5.413609532423105,0.6013959969354358,29,30,40,32,28
25,normal_volatility,chen_pct_change_adaptive_k9_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w075,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.019737718840589974,0.025232780871871918,5.398074083899403,0.6174803976739788,29,31,29,31,31
25,normal_volatility,chen_change_adaptive_k7_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w050,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.01983344907150187,0.025138946482200136,5.539521743178998,0.627928162007948,29,32,28,33,32
25,normal_volatility,chen_pct_change_adaptive_k11_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w050,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.019990852521822,0.026360063250724982,5.665180635557039,0.62929103580271,29,33,37,38,34
25,normal_volatility,chen_pct_change_adaptive_k5_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w075,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.02020717816064371,0.026251018017460874,5.664839450917817,0.633573519258303,29,34,36,37,35
25,normal_volatility,chen_change_equal_k9_w050,Chen FTS Absolute Change Correction Equal Intervals k=9 w050,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.020239388562519146,0.027273408406406963,5.339996298614161,0.6287313388945306,29,35,39,30,33
25,normal_volatility,chen_change_adaptive_k9_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w100,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.020321635649106003,0.027216111180117148,5.749187258306974,0.6405886462141922,29,36,38,42,36
25,normal_volatility,chen_change_adaptive_k11_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w075,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.02055256708894984,0.02480850107954808,5.633087541076895,0.6475863310051208,29,37,25,34,37
25,normal_volatility,chen_pct_change_equal_k9_w075,Chen FTS Percentage Change Correction Equal Intervals k=9 w075,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.020627522218473904,0.02773267322180617,5.744488616395584,0.6490107459279624,29,38,43,41,39
25,normal_volatility,chen_pct_change_adaptive_k7_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w050,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.020820023596162775,0.02594473861128461,5.703099692263148,0.654013100625524,29,39,34,40,40
25,normal_volatility,chen_change_adaptive_k5_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w050,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.020836839833255575,0.02506789457557334,5.659655918363316,0.656224080388089,29,40,27,36,41
25,normal_volatility,chen_pct_change_equal_k11_w050,Chen FTS Percentage Change Correction Equal Intervals k=11 w050,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.02086694179847711,0.026178377269353847,5.6369772583959605,0.6489488859358482,29,41,35,35,38
25,normal_volatility,chen_change_adaptive_k7_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w075,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.02142566916144,0.028081822534589775,6.120054410657774,0.6817010827268202,29,42,47,47,46
25,normal_volatility,chen_pct_change_equal_k5_w075,Chen FTS Percentage Change Correction Equal Intervals k=5 w075,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.021575929350526966,0.027921998560003287,5.673032165114153,0.666107390543556,29,43,44,39,42
25,normal_volatility,chen_pct_change_adaptive_k9_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w100,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.021602331640502518,0.028051458495335965,5.885296460539158,0.675606524842042,29,44,45,45,43
25,normal_volatility,chen_pct_change_equal_k7_w075,Chen FTS Percentage Change Correction Equal Intervals k=7 w075,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.0217986447871445,0.028054514406140565,5.831527772668438,0.6762803351444285,29,45,46,44,44
25,normal_volatility,chen_change_equal_k9_w075,Chen FTS Absolute Change Correction Equal Intervals k=9 w075,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.021883218188606317,0.03139398461265726,5.754333706914403,0.6781529549540226,29,46,56,43,45
25,normal_volatility,chen_pct_change_adaptive_k5_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.022029295893047373,0.02853845279378786,6.199924566158822,0.6904401920669125,29,47,48,49,47
25,normal_volatility,chen_change_equal_k11_w050,Chen FTS Absolute Change Correction Equal Intervals k=11 w050,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.022201408044342674,0.030007688553038616,5.898483255240012,0.6954603296761661,29,48,52,46,48
25,normal_volatility,chen_pct_change_equal_k9_w100,Chen FTS Percentage Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.02247968978183387,0.030626293980733903,6.29033274532264,0.710070221563806,29,49,53,51,49
25,normal_volatility,chen_pct_change_adaptive_k11_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w075,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.022613862403422644,0.029603966606493556,6.465420365353299,0.7147666531964931,29,50,50,56,50
25,normal_volatility,chen_change_adaptive_k11_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.02279984558568444,0.027497152342747334,6.225466272943861,0.718602632820759,29,51,41,50,51
25,normal_volatility,chen_pct_change_adaptive_k7_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w075,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.02295833313321139,0.02863571547852877,6.3778733063189765,0.7225430886413949,29,52,49,54,52
25,normal_volatility,chen_change_adaptive_k5_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w075,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.022960513518065207,0.027601183058848195,6.297697574898903,0.7249885055389808,29,53,42,52,53
25,normal_volatility,chen_change_equal_k9_w100,Chen FTS Absolute Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.023527047814693478,0.03629782317174333,6.153016436168944,0.7275745710135147,29,54,63,48,54
25,normal_volatility,chen_change_adaptive_k7_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w100,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.02370072558142739,0.03187413189543831,6.857969044945614,0.7557845082628407,29,55,58,59,56
25,normal_volatility,chen_pct_change_equal_k11_w075,Chen FTS Percentage Change Correction Equal Intervals k=11 w075,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.023834895973577745,0.02992385459168853,6.398937317912434,0.7378680554566253,29,56,51,55,55
25,normal_volatility,chen_pct_change_equal_k5_w100,Chen FTS Percentage Change Correction Equal Intervals k=5 w100,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.024663253470738614,0.031648689995860735,6.32229368175601,0.7606454292404142,29,57,57,53,57
25,normal_volatility,chen_pct_change_equal_k7_w100,Chen FTS Percentage Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.024979801900100712,0.031342835224541184,6.54833967084668,0.7749748751082904,29,58,55,57,58
25,normal_volatility,chen_pct_change_adaptive_k7_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w100,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.025158236016695652,0.03189685155230894,7.064417473230224,0.7929905098476545,29,59,59,61,60
25,normal_volatility,chen_change_equal_k11_w075,Chen FTS Absolute Change Correction Equal Intervals k=11 w075,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.025243487066514005,0.03593530968931321,6.691223265144001,0.7902673053636426,29,60,62,58,59
25,normal_volatility,chen_pct_change_adaptive_k11_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.025254648450664427,0.033531138175200315,7.267714850839199,0.8007871040091888,29,61,60,63,61
25,normal_volatility,chen_change_adaptive_k5_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.025471487564316823,0.0308500513129309,7.009619098606579,0.8059837420472212,29,62,54,60,62
25,normal_volatility,chen_pct_change_equal_k11_w100,Chen FTS Percentage Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.027015689441343062,0.03455730771253162,7.191645623327282,0.8332298001913736,29,63,61,62,63
25,normal_volatility,chen_change_equal_k11_w100,Chen FTS Absolute Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.02828556608868535,0.042657450325108016,7.482242159971415,0.88507428105112,29,64,64,64,64
