initial_training_observations,evaluation_view,model_id,model_name,model_family,interval_strategy,fuzzy_order,interval_count,parameter_setting,forecast_target,correction_weight,anchor_model_id,mae,rmse,smape,mase,forecast_count,mae_rank,rmse_rank,smape_rank,mase_rank
25,overall,chen_change_adaptive_k9_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w075,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.031870226453703694,0.044206754677807984,8.669910728867386,1.0478366575595282,39,1,5,7,1
25,overall,chen_change_adaptive_k9_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w050,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.03206633397483379,0.043927526679230194,8.649210107005477,1.0507950426230892,39,2,3,5,2
25,overall,chen_change_equal_k7_w050,Chen FTS Absolute Change Correction Equal Intervals k=7 w050,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.032165641824670514,0.045354616112680164,8.682510776113594,1.0522525878622768,39,3,16,8,4
25,overall,chen_change_equal_k7_w025,Chen FTS Absolute Change Correction Equal Intervals k=7 w025,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.032191945791456136,0.04495791736488542,8.625238438166127,1.0516541901786065,39,4,12,4,3
25,overall,chen_change_adaptive_k11_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w050,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.032212051945124304,0.04334521039962068,8.579421265336622,1.0523360375749529,39,5,1,1,5
25,overall,chen_change_adaptive_k11_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w075,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.03232576650743006,0.04358045981102813,8.618371974232625,1.056924499850431,39,6,2,3,6
25,overall,chen_change_adaptive_k11_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w025,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.03241366492021173,0.04407007939755214,8.609932555704937,1.0569513820437404,39,7,4,2,7
25,overall,chen_change_adaptive_k9_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w025,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.0324513333976733,0.04443720670495869,8.668459413799695,1.0595433373165595,39,8,6,6,8
25,overall,chen_change_adaptive_k9_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w100,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.03246081397245963,0.045260291831885874,8.867291427616665,1.068639768273765,39,9,15,16,13
25,overall,chen_change_equal_k7_w075,Chen FTS Absolute Change Correction Equal Intervals k=7 w075,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.03256393649616329,0.04687036360772438,8.839467132217148,1.0651364528906957,39,10,29,13,10
25,overall,chen_pct_change_equal_k5_w025,Chen FTS Percentage Change Correction Equal Intervals k=5 w025,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.03265838964632032,0.04515639376975127,8.707162968667975,1.06055540503981,39,11,14,9,9
25,overall,chen_pct_change_adaptive_k5_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w025,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.032694187915353404,0.04482009593960573,8.742315324593559,1.0652650432634034,39,12,10,10,11
25,overall,chen_pct_change_adaptive_k5_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w050,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.032733768609877284,0.04447500548257299,8.827417740703648,1.0675052892573298,39,13,7,12,12
25,overall,chen_change_equal_k5_w025,Chen FTS Absolute Change Correction Equal Intervals k=5 w025,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.03293485652366862,0.045853399299448226,8.779572815583387,1.0749891556446545,39,14,21,11,14
25,overall,chen_pct_change_adaptive_k5_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w075,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.03295989064332838,0.04468675100985121,8.951659310606459,1.0755241697156523,39,15,8,21,15
25,overall,chen_change_equal_k5_w050,Chen FTS Absolute Change Correction Equal Intervals k=5 w050,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.03307996356015776,0.04659269750100428,8.902013063818735,1.0826468599552919,39,16,26,18,17
25,overall,chen_pct_change_adaptive_k9_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w025,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.03317406701069949,0.04597729177140326,8.866317006101605,1.0843806926568178,39,17,23,15,18
25,overall,chen_change_equal_k5_w075,Chen FTS Absolute Change Correction Equal Intervals k=5 w075,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.033225070596646894,0.04789975028342515,9.034071255042296,1.0903045642659306,39,18,37,23,21
25,overall,chen_pct_change_equal_k5_w050,Chen FTS Percentage Change Correction Equal Intervals k=5 w050,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.03323725178249523,0.04563654492101768,8.856630600060758,1.076610856567202,39,19,19,14,16
25,overall,chen_change_adaptive_k7_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w025,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.033282296044364855,0.04493361601020328,8.899143531156575,1.0853311636884442,39,20,11,17,20
25,overall,chen_pct_change_equal_k7_w025,Chen FTS Percentage Change Correction Equal Intervals k=7 w025,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.033310299965878455,0.04665571929775612,8.921698053526343,1.0850624866695513,39,21,27,19,19
25,overall,chen_pct_change_adaptive_k5_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.033521871251450244,0.04544755009304771,9.144860411386867,1.0935739948266174,39,22,18,28,22
25,overall,chen_change_adaptive_k11_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.033692338424048174,0.04476069186648378,8.94437519058445,1.0994824480802048,39,23,9,20,23
25,overall,chen_change_adaptive_k7_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w050,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.03372703852340615,0.04500065946258194,9.115720000480154,1.1023282188527819,39,24,13,26,25
25,overall,chen_pct_change_adaptive_k11_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w025,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.033739048543283794,0.046766802435822215,9.081570288849052,1.102290516487199,39,25,28,24,24
25,overall,chen_change_equal_k7_w100,Chen FTS Absolute Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.03388695729402967,0.04940226391333687,9.227405909867368,1.105876132009737,39,26,41,31,27
25,overall,chen_pct_change_adaptive_k9_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w050,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.03389329562256765,0.047294427458903804,9.121830975453408,1.1116840517620878,39,27,31,27,28
25,overall,chen_change_equal_k5_w100,Chen FTS Absolute Change Correction Equal Intervals k=5 w100,fuzzy_time_series,equal_length,1,5,forecast_target=absolute_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.033964006038926964,0.049729810754695486,9.310848205470004,1.1159442671976747,39,28,44,35,30
25,overall,chen_change_adaptive_k5_w025,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w025,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.03396649997226453,0.04540531344613817,9.024080036867412,1.1057900735514181,39,29,17,22,26
25,overall,chen_pct_change_adaptive_k7_w025,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w025,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.034209323627022385,0.04633260569645741,9.099260752943028,1.112918130801017,39,30,24,25,29
25,overall,chen_change_adaptive_k7_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w075,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.03424413037668433,0.045906850151613963,9.35727561335387,1.1214606763135109,39,31,22,37,32
25,overall,chen_pct_change_equal_k9_w025,Chen FTS Percentage Change Correction Equal Intervals k=9 w025,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.034326392524589425,0.048208920708833404,9.174062160249742,1.1200801172682664,39,32,38,29,31
25,overall,chen_pct_change_equal_k7_w050,Chen FTS Percentage Change Correction Equal Intervals k=7 w050,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.03459872129633286,0.04839698301767358,9.306336699695871,1.1277359141865664,39,33,39,34,33
25,overall,chen_change_adaptive_k5_w050,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w050,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.035015045329144456,0.04566466739031958,9.342019556717359,1.1404484380444622,39,34,20,36,36
25,overall,chen_pct_change_equal_k5_w075,Chen FTS Percentage Change Correction Equal Intervals k=5 w075,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.03502733161708129,0.04711829135289004,9.224658220359505,1.1311673537364009,39,35,30,30,34
25,overall,chen_pct_change_adaptive_k9_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w075,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.03503356425958507,0.04957726200584733,9.475284335451375,1.1514939097317343,39,36,43,38,39
25,overall,chen_pct_change_adaptive_k11_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w050,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.035044852389353266,0.048988909607716714,9.555097052423106,1.1492787623968514,39,37,40,39,38
25,overall,chen_change_equal_k9_w025,Chen FTS Absolute Change Correction Equal Intervals k=9 w025,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.03511502151256328,0.04780626476656532,9.303199869793055,1.141362407949585,39,38,35,33,37
25,overall,chen_change_equal_k11_w025,Chen FTS Absolute Change Correction Equal Intervals k=11 w025,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.25,baseline_naive,0.03511674995815303,0.04732195941730169,9.28619857498533,1.1374530173468596,39,39,32,32,35
25,overall,chen_change_adaptive_k7_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=7 w100,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=absolute_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.03526897232153759,0.04760429039570715,9.721585561705638,1.1556958168434015,39,40,33,44,40
25,overall,chen_pct_change_adaptive_k7_w050,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w050,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.03572633571558322,0.047697404548409275,9.561049998784503,1.1618952194378527,39,41,34,40,41
25,overall,chen_pct_change_equal_k11_w025,Chen FTS Percentage Change Correction Equal Intervals k=11 w025,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.25;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.25,baseline_naive,0.03597353264643602,0.050144187923572454,9.60234223963648,1.1718304803965067,39,42,46,41,42
25,overall,chen_pct_change_equal_k9_w050,Chen FTS Percentage Change Correction Equal Intervals k=9 w050,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.03615534479276859,0.05162418506593849,9.802838311174288,1.1852069475954428,39,43,50,45,44
25,overall,chen_change_adaptive_k5_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w075,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.036198268488005746,0.04647804270919243,9.690192302705317,1.1792682566911983,39,44,25,43,43
25,overall,chen_pct_change_equal_k7_w075,Chen FTS Percentage Change Correction Equal Intervals k=7 w075,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.037106096690046525,0.05085160610997505,9.916950601715168,1.209161410103355,39,45,48,48,46
25,overall,chen_pct_change_equal_k5_w100,Chen FTS Percentage Change Correction Equal Intervals k=5 w100,fuzzy_time_series,equal_length,1,5,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.03718620640308064,0.04951178992272582,9.671933262315898,1.1979840981333667,39,46,42,42,45
25,overall,chen_pct_change_adaptive_k7_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w075,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.0372823393279915,0.04974280378096693,10.036446766818655,1.2120861346695302,39,47,45,49,49
25,overall,chen_change_equal_k9_w050,Chen FTS Absolute Change Correction Equal Intervals k=9 w050,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.03731208840974192,0.05115238350937816,9.897051707780745,1.2115931068407955,39,48,49,46,48
25,overall,chen_pct_change_adaptive_k9_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=9 w100,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=percentage_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.037407379929150025,0.0527004504404422,10.109593777962191,1.2290918295809863,39,49,53,51,51
25,overall,chen_pct_change_adaptive_k11_w075,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w075,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.03746201381476208,0.05222727966631583,10.272857390265662,1.2310153239661479,39,50,51,52,52
25,overall,chen_change_equal_k11_w050,Chen FTS Absolute Change Correction Equal Intervals k=11 w050,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.5,baseline_naive,0.03751113761887019,0.0507387852783127,9.90376098072483,1.2094094292760171,39,51,47,47,47
25,overall,chen_change_adaptive_k5_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=absolute_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.037669484223323904,0.047817175865676645,10.096210452350986,1.22718278121904,39,52,36,50,50
25,overall,chen_pct_change_equal_k9_w075,Chen FTS Percentage Change Correction Equal Intervals k=9 w075,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.038749896051753115,0.055787272037026214,10.625415093979598,1.273409208120136,39,53,58,56,53
25,overall,chen_change_equal_k9_w075,Chen FTS Absolute Change Correction Equal Intervals k=9 w075,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.039509155306920604,0.05552236073130179,10.494210437891283,1.2818238057320062,39,54,55,53,54
25,overall,chen_pct_change_equal_k7_w100,Chen FTS Percentage Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1,7,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.03966624763801076,0.05392225680963479,10.541164826365122,1.2922743049316678,39,55,54,54,56
25,overall,chen_pct_change_adaptive_k7_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w100,fuzzy_time_series,adaptive_quantile,1,7,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.03985067676524028,0.05238914708825568,10.752733958897009,1.2928180285696813,39,56,52,58,57
25,overall,chen_pct_change_equal_k11_w050,Chen FTS Percentage Change Correction Equal Intervals k=11 w050,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.5;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.5,baseline_naive,0.039864426264290945,0.05577555338030263,10.650510895133019,1.297090830069601,39,57,57,57,58
25,overall,chen_change_equal_k11_w075,Chen FTS Absolute Change Correction Equal Intervals k=11 w075,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.04011798424881811,0.05562840859826974,10.569567927462714,1.2874868807406803,39,58,56,55,55
25,overall,chen_pct_change_adaptive_k11_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.04050957685054414,0.0563068400857552,11.141996713205593,1.3317486275937958,39,59,59,60,59
25,overall,chen_change_equal_k9_w100,Chen FTS Absolute Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1,9,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.04170622220409926,0.06069544923954222,11.097057287961691,1.3520545046232169,39,60,61,59,60
25,overall,chen_pct_change_equal_k9_w100,Chen FTS Percentage Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1,9,forecast_target=percentage_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.04213268527991506,0.06054411407183435,11.619666870253354,1.386011554076047,39,61,60,62,62
25,overall,chen_change_equal_k11_w100,Chen FTS Absolute Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1,11,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.04320688421209936,0.06164133660186755,11.357626151080993,1.3834919327948259,39,62,62,61,61
25,overall,chen_pct_change_equal_k11_w075,Chen FTS Percentage Change Correction Equal Intervals k=11 w075,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,0.75,baseline_naive,0.044088946447718484,0.06227976152002706,11.764558200568132,1.4319235859156798,39,63,63,63,63
25,overall,chen_pct_change_equal_k11_w100,Chen FTS Percentage Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1,11,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.048471731746204366,0.06941187652593693,12.91582188907525,1.571546974613173,39,64,64,64,64
30,high_volatility,chen_change_adaptive_k9_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=9 w100,fuzzy_time_series,adaptive_quantile,1,9,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.05734998308539094,0.0673157564532637,14.63840462584897,1.8426431948006785,9,1,1,1,1
30,high_volatility,chen_pct_change_adaptive_k5_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1,5,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,0.058961138047586195,0.06886962077688814,15.126231230453032,1.875688211778505,9,2,4,3,2
30,high_volatility,chen_change_adaptive_k11_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.05925913363215486,0.06997227728530903,15.04158318641316,1.9014865279305573,9,3,6,2,3
30,high_volatility,chen_change_adaptive_k11_w075,Chen FTS Absolute Change Correction Adaptive Intervals k=11 w075,fuzzy_time_series,adaptive_quantile,1,11,forecast_target=absolute_change;k=11;correction_weight=0.75;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,0.75,baseline_naive,0.06045559336805553,0.07022924867468837,15.459215139089869,1.937289460243154,9,4,8,4,4
30,high_volatility,chen_change_equal_k7_w100,Chen FTS Absolute Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1,7,forecast_target=absolute_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,0.06130564810430837,0.06872225707956948,15.650845146744157,1.9461706984946783,9,5,3,5,5
