model_id,model_name,model_family,interval_strategy,fuzzy_order,interval_count,parameter_setting,forecast_target,correction_weight,anchor_model_id,is_evaluation_high_volatility,mae,rmse,smape,mase,forecast_count
chen_change_equal_k9_w100,Chen FTS Absolute Change Correction Equal Intervals k=9 w100,fuzzy_time_series,equal_length,1.0,9.0,forecast_target=absolute_change;k=9;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,False,0.023022866661488877,0.03656075846368877,5.4357136580196626,0.6893162015581517,25
chen_pct_change_adaptive_k7_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=7 w100,fuzzy_time_series,adaptive_quantile,1.0,7.0,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,False,0.023144892026248566,0.02950310875591938,5.7753300782942665,0.6973899548367026,25
chen_pct_change_adaptive_k11_w100,Chen FTS Percentage Change Correction Adaptive Intervals k=11 w100,fuzzy_time_series,adaptive_quantile,1.0,11.0,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,False,0.023573776550705514,0.031440624961437666,6.010636859781864,0.7147624413502683,25
chen_change_adaptive_k5_w100,Chen FTS Absolute Change Correction Adaptive Intervals k=5 w100,fuzzy_time_series,adaptive_quantile,1.0,5.0,forecast_target=absolute_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,False,0.023830546494036087,0.029003048290803225,5.828526264663069,0.7230923341327449,25
chen_pct_change_equal_k7_w100,Chen FTS Percentage Change Correction Equal Intervals k=7 w100,fuzzy_time_series,equal_length,1.0,7.0,forecast_target=percentage_change;k=7;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,False,0.025333745408040162,0.03233885724377506,6.285833630553712,0.7694209291809594,25
chen_pct_change_equal_k5_w100,Chen FTS Percentage Change Correction Equal Intervals k=5 w100,fuzzy_time_series,equal_length,1.0,5.0,forecast_target=percentage_change;k=5;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,False,0.025420261250721946,0.03260585932141103,6.159928793839597,0.7711866508505376,25
chen_change_equal_k11_w100,Chen FTS Absolute Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1.0,11.0,forecast_target=absolute_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,absolute_change,1.0,baseline_naive,False,0.025774153642875008,0.04056785881749826,6.276261512528182,0.7718800565659265,25
chen_pct_change_equal_k11_w100,Chen FTS Percentage Change Correction Equal Intervals k=11 w100,fuzzy_time_series,equal_length,1.0,11.0,forecast_target=percentage_change;k=11;correction_weight=1;anchor=baseline_naive;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,percentage_change,1.0,baseline_naive,False,0.027538328648204536,0.03539171511489484,6.892762528597104,0.8280981179301761,25
chen_equal_k9,Chen FTS Equal Intervals k=9,fuzzy_time_series,equal_length,1.0,9.0,k=9;margin_fraction=0.05;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.02763326449858025,0.035256264683408874,6.909328401212545,0.8488177940320765,25
chen_equal_k7,Chen FTS Equal Intervals k=7,fuzzy_time_series,equal_length,1.0,7.0,k=7;margin_fraction=0.05;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.02854822686634921,0.03451943968393888,7.037274538244188,0.8724216462409177,25
chen_order2_adaptive_k11,Chen FTS Order 2 Adaptive Intervals k=11,fuzzy_time_series,adaptive_quantile,2.0,11.0,k=11;quantiles=training_window;fuzzy_order=2;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.03027559257575756,0.03939415240464514,7.482484062689699,0.9182773789841063,25
chen_adaptive_k11,Chen FTS Adaptive Intervals k=11,fuzzy_time_series,adaptive_quantile,1.0,11.0,k=11;quantiles=training_window;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.03660665236848484,0.04527429821494198,8.929026253489226,1.1062401342300245,25
chen_order2_adaptive_k9,Chen FTS Order 2 Adaptive Intervals k=9,fuzzy_time_series,adaptive_quantile,2.0,9.0,k=9;quantiles=training_window;fuzzy_order=2;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.037182519103703716,0.04800195095846091,9.277294983383022,1.1286513711068986,25
chen_adaptive_k9,Chen FTS Adaptive Intervals k=9,fuzzy_time_series,adaptive_quantile,1.0,9.0,k=9;quantiles=training_window;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.04071449835185187,0.04776615597511788,9.81365252265221,1.2288612952106859,25
chen_adaptive_k7,Chen FTS Adaptive Intervals k=7,fuzzy_time_series,adaptive_quantile,1.0,7.0,k=7;quantiles=training_window;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.04491620094755104,0.05242912026239855,10.410754986572279,1.3598645819846626,25
chen_order2_adaptive_k7,Chen FTS Order 2 Adaptive Intervals k=7,fuzzy_time_series,adaptive_quantile,2.0,7.0,k=7;quantiles=training_window;fuzzy_order=2;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.04823247506666668,0.059606738912815906,11.952502832995396,1.4542227299992103,25
chen_adaptive_k5,Chen FTS Adaptive Intervals k=5,fuzzy_time_series,adaptive_quantile,1.0,5.0,k=5;quantiles=training_window;fuzzy_order=1;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.056000000061774885,0.0652973947247401,12.592694025925038,1.7165806245269135,25
chen_order2_adaptive_k5,Chen FTS Order 2 Adaptive Intervals k=5,fuzzy_time_series,adaptive_quantile,2.0,5.0,k=5;quantiles=training_window;fuzzy_order=2;defuzzification=frequency_weighted_midpoint,yield_level,,,False,0.058367509997523805,0.06749340226007705,13.975698988617891,1.7744614797623777,25
baseline_mean,Mean,baseline,none,,,expanding_window_mean,yield_level,,,False,0.13788098527534282,0.1552700874355035,34.230574849686604,4.242788623586259,25
